0.02335;0.05628;9.80341;0.00080;0.00240;-0.00146;
0.00419;0.04551;9.82677;0.00067;0.00173;-0.00226;
-0.00898;0.04012;9.79323;0.00040;0.00213;-0.00133;
0.01317;0.01078;9.82018;-0.00120;0.00266;-0.00200;
-0.01018;0.00958;9.81180;-0.00120;0.00200;-0.00120;
-0.00958;0.01078;9.77946;-0.00053;0.00226;-0.00266;
0.00000;0.00719;9.77527;-0.00120;0.00200;-0.00133;
-0.00120;0.00898;9.78785;0.00027;0.00253;-0.00226;
-0.00719;0.00419;9.79264;0.00120;-0.00027;-0.00186;
0.00479;0.00479;9.78006;0.00133;0.00053;-0.00173;
0.01198;0.00359;9.78186;-0.00080;0.00160;-0.00146;
0.01377;0.01796;9.76330;0.00000;0.00027;-0.00213;
0.01257;0.00838;9.80282;0.00186;-0.00013;-0.00053;
0.02335;0.02934;9.79264;-0.00200;0.00160;-0.00080;
0.02036;0.03832;9.81599;-0.00146;0.00200;-0.00013;
-0.00120;0.04850;9.77707;-0.00040;0.00146;-0.00080;
0.00659;0.03892;9.79563;-0.00027;0.00080;-0.00027;
0.00060;0.05030;9.79982;0.00000;0.00093;-0.00173;
-0.00240;0.05988;9.82856;0.00160;0.00053;-0.00240;
0.03533;0.06586;9.81838;-0.00053;0.00226;-0.00133;
0.01617;0.04311;9.75252;0.00013;0.00186;-0.00133;
0.01257;0.03892;9.82078;-0.00107;0.00186;-0.00266;
0.01677;0.02036;9.79383;-0.00080;0.00200;-0.00280;
0.02275;0.00778;9.79922;-0.00013;0.00186;-0.00200;
0.01796;0.01916;9.77946;0.00173;0.00107;-0.00080;
-0.00299;0.02934;9.76330;0.00200;-0.00013;-0.00186;
-0.01018;-0.00419;9.78365;0.00080;-0.00213;-0.00293;
-0.00060;0.00299;9.80042;-0.00027;0.00266;-0.00120;
0.02036;0.00898;9.81060;-0.00107;0.00173;-0.00107;
-0.00120;-0.00539;9.83395;0.00000;0.00107;-0.00093;
-0.00838;-0.01018;9.81539;0.00040;0.00120;-0.00133;
-0.00958;0.01617;9.80042;-0.00013;0.00186;-0.00133;
-0.00599;0.01677;9.81958;-0.00027;0.00053;-0.00027;
0.02515;0.03233;9.79024;0.00067;0.00146;-0.00120;
