-0.00419;0.02814;9.76569;-0.00226;0.00133;-0.00027;
0.00299;0.02694;9.80341;-0.00173;0.00120;-0.00107;
-0.00060;0.03233;9.82677;-0.00080;0.00160;-0.00213;
-0.00599;0.02575;9.79862;-0.00173;-0.00013;-0.00107;
-0.00299;0.02694;9.80042;-0.00080;0.00013;-0.00226;
-0.02335;0.03114;9.75851;-0.00120;0.00107;-0.00186;
-0.02156;0.02694;9.74893;-0.00133;0.00080;-0.00253;
-0.00359;0.02694;9.77108;-0.00107;0.00053;-0.00253;
-0.00240;0.02036;9.79623;-0.00067;-0.00053;-0.00240;
-0.01018;0.03832;9.80641;-0.00107;0.00133;-0.00346;
0.00898;0.02814;9.80282;-0.00173;0.00133;-0.00320;
-0.03353;0.02156;9.77348;-0.00120;0.00093;-0.00280;
-0.00479;0.03054;9.75611;-0.00173;0.00000;-0.00293;
-0.00240;0.02395;9.80401;-0.00093;0.00000;-0.00226;
-0.01916;0.03173;9.80461;-0.00146;0.00080;-0.00226;
-0.00060;0.02994;9.80102;-0.00107;-0.00013;-0.00320;
-0.00180;0.00659;9.78306;-0.00240;0.00027;-0.00226;
-0.01198;0.01557;9.80581;-0.00399;0.00133;-0.00173;
-0.02096;0.01736;9.80461;-0.00186;0.00080;-0.00200;
-0.01018;0.01377;9.78126;-0.00080;0.00067;-0.00320;
-0.02096;0.01377;9.79982;-0.00173;0.00160;-0.00293;
-0.01796;0.02335;9.79922;-0.00080;0.00226;-0.00160;
0.00120;0.01796;9.78365;-0.00133;0.00240;-0.00160;
-0.00778;0.01257;9.77048;-0.00067;0.00107;-0.00146;
-0.00958;0.01317;9.79802;-0.00080;0.00173;-0.00040;
-0.02395;0.03054;9.80940;-0.00093;0.00067;-0.00146;
-0.00958;0.02335;9.75911;-0.00186;0.00080;-0.00160;
-0.01317;0.01377;9.75132;-0.00107;0.00040;-0.00186;
-0.01856;0.01198;9.76928;-0.00213;0.00040;-0.00160;
0.00778;0.01976;9.79802;-0.00200;0.00067;-0.00040;
-0.00479;-0.00719;9.79084;-0.00200;0.00200;-0.00053;
0.00120;0.02455;9.78545;-0.00200;0.00200;-0.00120;
-0.03293;0.03353;9.76569;-0.00226;0.00067;-0.00173;
-0.02694;0.01677;9.76449;-0.00426;-0.00027;-0.00093;
-0.02335;0.02156;9.77587;-0.00306;-0.00040;-0.00160;
-0.03533;0.03832;9.79922;-0.00146;0.00213;-0.00133;
-0.03652;0.02455;9.79323;-0.00240;0.00160;-0.00067;
-0.02215;0.01138;9.80701;-0.00293;0.00120;-0.00266;
-0.01617;0.03832;9.78665;-0.00253;0.00266;-0.00280;
0.00180;0.01856;9.78904;-0.00146;0.00280;-0.00213;
0.00539;0.01497;9.80341;-0.00080;0.00067;-0.00133;
-0.00240;0.00479;9.82736;-0.00133;0.00053;-0.00107;
-0.01018;0.01677;9.78665;-0.00253;0.00160;-0.00120;
0.00240;0.03054;9.80401;-0.00093;-0.00053;-0.00200;
0.01317;0.01377;9.80042;-0.00013;0.00053;-0.00053;
-0.00419;0.01677;9.75671;-0.00160;0.00040;-0.00213;
0.00120;0.02694;9.75132;-0.00133;-0.00067;-0.00306;
-0.01198;0.03473;9.77228;-0.00093;0.00093;-0.00146;
-0.01916;0.01497;9.76809;-0.00240;0.00000;-0.00253;
-0.03413;0.02635;9.77707;-0.00173;0.00186;-0.00333;
-0.03413;0.04790;9.77527;-0.00213;0.00253;-0.00226;
-0.00539;0.02335;9.73575;-0.00226;0.00173;-0.00146;
-0.00299;0.02934;9.76689;-0.00107;0.00040;-0.00107;
-0.00419;0.02874;9.77647;-0.00133;0.00213;-0.00093;
-0.00060;0.00898;9.78964;-0.00280;0.00080;-0.00040;
-0.01557;0.02754;9.78665;-0.00107;0.00093;-0.00173;
0.00479;0.02635;9.81479;-0.00133;0.00027;-0.00107;
-0.01138;0.01976;9.80701;-0.00133;0.00000;-0.00107;
-0.00120;0.02754;9.81060;-0.00160;-0.00080;-0.00107;
-0.00599;0.01437;9.81239;-0.00133;0.00120;-0.00120;
-0.00659;0.02754;9.78066;-0.00173;0.00120;-0.00186;
0.00299;0.02215;9.81838;-0.00120;0.00120;-0.00266;
-0.00479;0.01078;9.80820;-0.00186;0.00013;-0.00107;
0.00539;0.01018;9.79982;-0.00266;0.00013;-0.00280;
-0.00120;0.02575;9.79982;-0.00133;0.00160;-0.00146;
-0.02635;0.02156;9.79623;-0.00186;0.00266;-0.00293;
-0.02156;0.03652;9.78785;-0.00253;0.00093;-0.00253;
-0.01557;0.02754;9.77886;-0.00107;0.00253;-0.00200;
-0.00539;0.03114;9.78365;-0.00213;-0.00027;-0.00107;
0.00240;0.03173;9.74533;-0.00146;0.00107;-0.00120;
-0.00958;0.03473;9.80401;-0.00146;0.00133;-0.00067;
-0.01736;0.02754;9.80461;-0.00067;0.00186;-0.00186;
-0.00539;0.01617;9.77348;-0.00027;0.00000;-0.00173;
-0.00719;0.02635;9.78605;0.00000;-0.00067;-0.00173;
-0.00659;0.03293;9.80581;-0.00133;-0.00013;-0.00186;
0.00180;0.01557;9.77168;-0.00186;0.00226;-0.00067;
-0.00240;0.00000;9.76749;-0.00080;0.00240;-0.00253;
-0.01257;0.01916;9.81000;-0.00160;0.00133;-0.00080;
0.00539;0.05329;9.79802;-0.00146;-0.00013;-0.00013;
0.00060;0.02215;9.80162;-0.00120;0.00000;-0.00200;
-0.00060;0.03054;9.76689;-0.00173;0.00040;-0.00200;
0.00898;0.03473;9.80521;-0.00040;0.00120;-0.00200;
-0.01856;0.02455;9.77048;-0.00067;0.00160;0.00000;
0.00719;0.01796;9.79623;-0.00173;0.00186;-0.00186;
-0.00060;0.01557;9.77408;-0.00160;0.00107;-0.00186;
0.00120;0.04072;9.79323;-0.00053;0.00013;-0.00080;
0.00299;0.02754;9.79024;-0.00160;-0.00040;-0.00120;
0.01856;0.00838;9.81419;-0.00013;0.00053;-0.00093;
0.00180;0.02575;9.78485;-0.00093;0.00093;-0.00053;
-0.01497;0.02874;9.77946;-0.00173;0.00213;-0.00067;
-0.01198;0.02335;9.79024;-0.00107;0.00053;-0.00067;
0.00000;0.04551;9.78246;-0.00160;0.00013;-0.00080;
-0.00599;0.04610;9.78964;-0.00146;-0.00027;-0.00146;
0.00060;0.02994;9.79383;-0.00213;0.00067;-0.00186;
0.00539;0.01377;9.80461;-0.00226;0.00013;-0.00213;
-0.02754;0.02994;9.81539;-0.00213;0.00133;-0.00146;
0.00180;0.04072;9.80461;-0.00120;0.00067;-0.00053;
-0.01198;0.03233;9.83096;-0.00107;0.00067;-0.00067;
0.00180;0.01617;9.80042;-0.00133;0.00053;-0.00306;
-0.00539;0.02215;9.79024;-0.00186;0.00107;-0.00306;
-0.01796;0.02335;9.78365;-0.00186;0.00186;-0.00067;
-0.00479;0.02994;9.78725;-0.00107;0.00120;-0.00146;
0.00120;0.02036;9.78904;-0.00067;0.00120;-0.00173;
-0.00359;0.04191;9.76749;-0.00080;0.00173;-0.00080;
-0.01257;0.00539;9.74713;-0.00253;0.00146;-0.00120;
0.00539;0.01317;9.76330;-0.00133;0.00226;-0.00080;
-0.01557;0.02814;9.80042;-0.00160;0.00173;-0.00160;
-0.00958;0.01257;9.80401;-0.00280;0.00146;-0.00080;
0.00180;0.04910;9.80042;-0.00173;0.00186;-0.00253;
-0.01198;0.03173;9.81239;-0.00160;0.00067;-0.00133;
-0.01976;0.03293;9.79144;-0.00120;0.00107;-0.00240;
0.00299;0.04072;9.79323;-0.00226;0.00080;-0.00186;
-0.00539;0.04191;9.79144;-0.00040;0.00000;-0.00186;
-0.00060;0.02635;9.76869;-0.00040;0.00240;-0.00146;
-0.00898;0.01976;9.79623;-0.00093;0.00173;-0.00226;
-0.01257;0.03952;9.76629;-0.00320;0.00253;-0.00253;
-0.00659;0.02814;9.76449;-0.00160;0.00107;-0.00160;
0.00958;0.03114;9.79623;-0.00146;0.00133;-0.00107;
-0.01796;0.03054;9.78904;-0.00067;0.00120;-0.00346;
0.00599;0.03533;9.78605;-0.00226;-0.00040;-0.00146;
-0.00299;0.00898;9.77408;-0.00200;0.00013;-0.00067;
-0.00180;0.02036;9.78845;-0.00226;-0.00067;-0.00160;
-0.02275;0.04131;9.79383;-0.00280;-0.00107;-0.00013;
-0.00659;0.03652;9.79144;-0.00280;-0.00053;-0.00080;
-0.01557;0.03652;9.82796;-0.00146;0.00000;-0.00226;
-0.00778;0.04311;9.79623;-0.00213;0.00067;-0.00053;
0.01257;0.03233;9.77527;-0.00293;0.00160;-0.00240;
0.00539;0.03173;9.79862;-0.00133;0.00213;-0.00120;
0.00060;0.02455;9.79862;-0.00093;0.00186;-0.00173;
0.00479;0.02515;9.80641;-0.00186;0.00067;-0.00293;
-0.02036;0.03652;9.79683;-0.00173;0.00093;-0.00253;
0.00000;0.04431;9.78964;-0.00240;0.00160;-0.00266;
0.00838;0.03233;9.75731;-0.00320;0.00107;-0.00266;
-0.01377;0.03293;9.81838;-0.00160;-0.00040;-0.00200;
-0.01796;0.04790;9.79743;-0.00226;-0.00107;-0.00200;
-0.00599;0.03233;9.78126;-0.00093;0.00080;-0.00146;
-0.01617;0.03293;9.79024;-0.00053;0.00053;-0.00173;
-0.01976;0.03832;9.78485;-0.00160;0.00067;-0.00160;
-0.00958;0.01736;9.78545;-0.00186;0.00080;-0.00013;
0.00359;0.02814;9.80401;-0.00120;0.00080;-0.00120;
0.00120;0.01796;9.77228;-0.00160;0.00146;-0.00067;
-0.00060;0.03473;9.78126;-0.00226;-0.00013;-0.00093;
-0.00060;0.00838;9.77048;-0.00360;-0.00160;-0.00040;
-0.00838;0.05509;9.80401;-0.00266;0.00053;-0.00213;
0.00299;0.03473;9.80401;-0.00266;0.00160;-0.00266;
-0.00120;0.03173;9.77886;-0.00320;0.00200;-0.00173;
0.01257;0.03533;9.81180;-0.00266;0.00080;-0.00200;
-0.00479;0.02335;9.82257;-0.00280;0.00120;0.00040;
-0.01557;0.01497;9.82078;-0.00213;0.00160;-0.00133;
0.01677;0.04072;9.75731;-0.00200;0.00173;-0.00226;
0.01497;0.01976;9.77168;-0.00266;0.00160;-0.00306;
0.01796;0.05209;9.78306;-0.00253;0.00160;-0.00173;
-0.02215;0.03173;9.80282;-0.00293;0.00133;-0.00133;
