1.68901;-0.42931;-0.46583;9.79024;-0.00213;-0.01012;-0.00240;
1.69669;-0.42512;-0.48320;9.79024;-0.00253;-0.01105;-0.00186;
1.70436;-0.44068;-0.49218;9.77467;0.00360;-0.01198;-0.00173;
1.71201;-0.43529;-0.46942;9.78904;0.00519;-0.01025;-0.00027;
1.71966;-0.42811;-0.45805;9.79024;0.00466;-0.00799;-0.00240;
1.72730;-0.42811;-0.47541;9.80461;0.00040;-0.00786;-0.00040;
1.73493;-0.41075;-0.45266;9.78485;0.00053;-0.00613;-0.00133;
1.74258;-0.43050;-0.46104;9.79204;-0.00386;-0.00373;-0.00240;
1.75024;-0.43410;-0.45326;9.78845;-0.00426;-0.00346;-0.00253;
1.75790;-0.41973;-0.45625;9.76569;-0.01025;-0.00386;-0.00093;
1.76556;-0.41613;-0.46763;9.79084;-0.01145;-0.00386;-0.00360;
1.77323;-0.41673;-0.47541;9.79383;-0.00879;-0.00453;-0.00226;
1.78089;-0.42512;-0.46344;9.74234;-0.00666;-0.00333;-0.00280;
1.78855;-0.42033;-0.48200;9.79383;-0.00732;-0.00253;-0.00240;
1.79622;-0.41075;-0.48080;9.78186;-0.00573;-0.00333;-0.00133;
1.80389;-0.42751;-0.48858;9.76749;-0.00826;-0.00479;-0.00080;
1.81156;-0.42392;-0.45386;9.78246;-0.00666;-0.00546;-0.00093;
1.81922;-0.40715;-0.45745;9.78964;-0.00719;-0.00732;-0.00120;
1.82690;-0.40536;-0.46284;9.79383;-0.00573;-0.00799;-0.00107;
1.83456;-0.42452;-0.45446;9.76928;-0.00506;-0.00639;-0.00280;
1.84222;-0.42512;-0.45865;9.78725;-0.00479;-0.00599;-0.00200;
1.84988;-0.40596;-0.47601;9.75970;-0.00453;-0.00652;-0.00280;
1.85756;-0.43889;-0.48379;9.74414;-0.00280;-0.00719;-0.00040;
1.86521;-0.39458;-0.45146;9.76988;-0.00120;-0.00559;0.00040;
1.87284;-0.42332;-0.46463;9.76988;-0.00160;-0.00493;-0.00186;
1.88050;-0.43170;-0.48260;9.80761;-0.00133;-0.00679;0.00120;
1.88814;-0.42332;-0.46583;9.79024;-0.00213;-0.00559;-0.00040;
1.89578;-0.40476;-0.48619;9.77767;-0.00200;-0.00533;0.00013;
1.90342;-0.42871;-0.47841;9.77168;0.00080;-0.00586;-0.00013;
1.91106;-0.41015;-0.46344;9.76809;0.00120;-0.00413;0.00053;
1.91867;-0.42452;-0.48619;9.75851;0.00186;-0.00306;-0.00226;
1.92632;-0.42212;-0.47002;9.76449;0.00266;-0.00360;-0.00053;
1.93395;-0.41853;-0.47601;9.76509;0.00613;-0.00559;0.00040;
1.94158;-0.43110;-0.47541;9.76869;0.00892;-0.00559;-0.00027;
1.94922;-0.41613;-0.46104;9.77587;0.01172;-0.00559;-0.00013;
1.95687;-0.40655;-0.47362;9.79623;0.01105;-0.00586;0.00160;
1.96450;-0.41134;-0.45086;9.79264;0.00932;-0.00426;0.00173;
1.97213;-0.39518;-0.44847;9.75611;0.00919;-0.00346;0.00293;
1.97977;-0.40176;-0.46463;9.77647;0.01079;-0.00346;0.00053;
1.98739;-0.40176;-0.41973;9.77946;0.00919;-0.00160;0.00186;
1.99501;-0.39817;-0.43470;9.81599;0.00639;-0.00107;0.00253;
2.00264;-0.40655;-0.44667;9.78964;0.00080;-0.00067;0.00146;
2.01024;-0.41494;-0.42212;9.81778;0.00040;-0.00027;0.00000;
2.01781;-0.40775;-0.43949;9.80401;-0.00173;-0.00240;-0.00120;
2.02549;-0.41434;-0.45146;9.78306;-0.00293;-0.00306;-0.00067;
2.03315;-0.42033;-0.47242;9.79144;-0.00240;-0.00466;-0.00027;
2.04082;-0.42811;-0.46463;9.83814;-0.00346;-0.00599;-0.00160;
2.04848;-0.42751;-0.46284;9.76809;-0.00067;-0.00599;0.00013;
2.05612;-0.41434;-0.44787;9.79144;0.00013;-0.00692;0.00053;
2.06374;-0.41254;-0.45086;9.80521;-0.00013;-0.00839;-0.00107;
2.07140;-0.40536;-0.45865;9.80521;0.00067;-0.00852;-0.00120;
2.07904;-0.42512;-0.43889;9.79204;-0.00120;-0.00932;-0.00253;
2.08670;-0.44667;-0.46044;9.77168;-0.00320;-0.00839;-0.00160;
2.09436;-0.42092;-0.43170;9.80701;-0.00759;-0.00879;-0.00200;
2.10202;-0.42452;-0.44547;9.81539;-0.00985;-0.00746;-0.00346;
2.10969;-0.40955;-0.44308;9.80102;-0.01318;-0.00759;-0.00133;
2.11736;-0.40775;-0.43949;9.78066;-0.01611;-0.00320;-0.00080;
2.12503;-0.43709;-0.45206;9.77886;-0.01651;-0.00120;-0.00107;
2.13270;-0.42871;-0.44248;9.80401;-0.01425;-0.00160;-0.00146;
2.14036;-0.39817;-0.44727;9.77108;-0.01531;-0.00439;-0.00240;
2.14802;-0.41494;-0.45565;9.77168;-0.01518;-0.00919;-0.00399;
2.15570;-0.42332;-0.45505;9.73336;-0.01385;-0.01198;-0.00413;
2.16338;-0.44727;-0.46823;9.78605;-0.00945;-0.01438;-0.00306;
2.17105;-0.41793;-0.48320;9.76629;-0.00985;-0.01731;-0.00333;
2.17872;-0.37183;-0.47421;9.74833;-0.01079;-0.02197;-0.00346;
2.18640;-0.38979;-0.46583;9.76809;-0.00985;-0.02077;-0.00439;
2.19406;-0.39578;-0.44727;9.79623;-0.00826;-0.01971;-0.00599;
2.20174;-0.35207;-0.42991;9.80521;-0.00666;-0.01917;-0.00586;
2.20941;-0.42272;-0.48260;9.76988;-0.00879;-0.01997;-0.00919;
2.21709;-0.42871;-0.48379;9.78545;-0.01105;-0.01784;-0.00759;
2.22476;-0.41733;-0.46703;9.76749;-0.00852;-0.01917;-0.00666;
2.23245;-0.41913;-0.47781;9.75012;-0.00639;-0.02077;-0.00626;
2.24012;-0.42811;-0.49517;9.78665;-0.00453;-0.02130;-0.00679;
2.24780;-0.41194;-0.47601;9.77288;-0.00253;-0.02397;-0.00519;
2.25548;-0.41015;-0.46523;9.73995;-0.00213;-0.02530;-0.00466;
2.26316;-0.43110;-0.46643;9.72977;0.00120;-0.02423;-0.00146;
2.27081;-0.38919;-0.46284;9.77587;0.00133;-0.02450;-0.00160;
2.27847;-0.41913;-0.46224;9.77108;-0.00186;-0.02477;-0.00160;
2.28614;-0.40057;-0.45326;9.79204;-0.00346;-0.02423;-0.00107;
2.29382;-0.39338;-0.45984;9.78246;-0.00346;-0.02357;-0.00080;
2.30148;-0.38201;-0.41973;9.77647;-0.00559;-0.02130;-0.00107;
2.30916;-0.40356;-0.43529;9.81838;-0.01398;-0.01984;-0.00360;
2.31684;-0.39817;-0.44428;9.84233;-0.01305;-0.01811;-0.00466;
2.32453;-0.38500;-0.46104;9.81060;-0.00613;-0.01518;-0.00226;
2.33221;-0.39278;-0.45984;9.79204;-0.00439;-0.01518;-0.00240;
2.33989;-0.40416;-0.45865;9.77767;-0.00413;-0.01838;-0.00373;
2.34756;-0.38979;-0.46763;9.78186;-0.00466;-0.02064;-0.00280;
2.35524;-0.36464;-0.45865;9.81060;-0.00493;-0.01971;-0.00360;
2.36292;-0.38680;-0.42033;9.85610;-0.01398;-0.01025;-0.00360;
2.37061;-0.32512;-0.40536;9.86089;-0.02410;-0.00466;-0.00573;
2.37828;-0.39278;-0.45505;9.84233;-0.02597;0.00879;-0.00826;
2.38594;-0.43290;-0.46942;9.81778;-0.02237;0.01704;-0.00719;
2.39361;-0.38081;-0.48379;9.75851;-0.01957;0.00959;-0.00746;
2.40126;-0.40476;-0.48978;9.76449;-0.01931;-0.00133;-0.00719;
2.40895;-0.39638;-0.50774;9.70821;-0.01198;-0.01651;-0.00626;
2.41662;-0.40057;-0.49637;9.73815;-0.00559;-0.01891;-0.00719;
2.42431;-0.42392;-0.51433;9.72258;0.00413;-0.02290;-0.00879;
2.43197;-0.39817;-0.50954;9.73156;0.00746;-0.02796;-0.00759;
2.43963;-0.39817;-0.51134;9.75372;0.01358;-0.03915;-0.00746;
2.44730;-0.37722;-0.49397;9.76090;0.01997;-0.04168;-0.00666;
2.45496;-0.38141;-0.47721;9.76689;0.02290;-0.04168;-0.00706;
2.46262;-0.37003;-0.51313;9.69085;0.03262;-0.04048;-0.00586;
2.47028;-0.40895;-0.53349;9.64714;0.03835;-0.04727;-0.00426;
2.47795;-0.39278;-0.49278;9.68845;0.05180;-0.05233;-0.00253;
2.48563;-0.38620;-0.48978;9.70701;0.05286;-0.04807;-0.00186;
2.49328;-0.41913;-0.46823;9.71959;0.05792;-0.04727;0.00226;
2.50094;-0.36764;-0.47002;9.73575;0.05965;-0.05126;0.00426;
2.50857;-0.32632;-0.49397;9.70701;0.06112;-0.05007;0.00439;
2.51619;-0.34907;-0.51433;9.69564;0.06511;-0.04487;0.00479;
2.52383;-0.34728;-0.44487;9.70462;0.07257;-0.03901;0.00746;
2.53146;-0.36584;-0.45446;9.72498;0.07177;-0.03675;0.00666;
2.53911;-0.38500;-0.47601;9.70103;0.07563;-0.03316;0.00905;
2.54674;-0.35985;-0.45865;9.74114;0.07949;-0.03209;0.01145;
2.55439;-0.36404;-0.43529;9.70282;0.08082;-0.02916;0.01531;
2.56203;-0.36943;-0.44487;9.70462;0.08415;-0.02610;0.01598;
2.56968;-0.35806;-0.41973;9.76330;0.09347;-0.02756;0.01838;
2.57732;-0.28920;-0.39937;9.75851;0.10053;-0.02743;0.01771;
2.58498;-0.30297;-0.36344;9.77408;0.10413;-0.02889;0.01598;
2.59261;-0.31554;-0.33051;9.75492;0.10626;-0.02889;0.01425;
2.60028;-0.34309;-0.35147;9.77168;0.10319;-0.02690;0.01345;
2.60792;-0.35865;-0.32153;9.75611;0.10053;-0.02783;0.01451;
2.61558;-0.35686;-0.33291;9.75252;0.09840;-0.02703;0.01425;
2.62322;-0.34009;-0.32393;9.78485;0.09454;-0.02636;0.01478;
2.63085;-0.33411;-0.26405;9.82317;0.09028;-0.02503;0.01678;
2.63850;-0.32812;-0.29758;9.75970;0.07616;-0.02490;0.01598;
2.64614;-0.31435;-0.34967;9.71600;0.07523;-0.02730;0.01571;
2.65378;-0.30596;-0.35087;9.68965;0.08389;-0.02730;0.01678;
2.66142;-0.29519;-0.34668;9.64594;0.08921;-0.02650;0.01718;
2.66907;-0.37362;-0.26645;9.79922;0.09867;-0.02370;0.01585;
2.67671;-0.30357;-0.32333;9.68306;0.09600;-0.02383;0.01678;
2.68435;-0.24669;-0.28141;9.74234;0.09094;-0.01718;0.01451;
2.69200;-0.28441;-0.29459;9.71959;0.09068;-0.01025;0.01252;
2.69965;-0.28740;-0.16526;9.84652;0.08522;0.00120;0.00786;
2.70726;-0.27722;-0.15807;9.82916;0.07310;0.00506;0.00546;
2.71487;-0.31854;-0.23651;9.82198;0.05126;0.01065;0.00586;
2.72250;-0.31734;-0.20238;9.85371;0.03755;0.01704;0.00533;
2.73012;-0.34608;-0.15089;9.84533;0.02836;0.02064;0.00692;
2.73773;-0.34907;-0.18142;9.79144;0.01318;0.02317;0.00892;
2.74537;-0.34369;-0.16526;9.79383;0.01012;0.02104;0.00759;
2.75299;-0.34189;-0.13891;9.80820;0.00200;0.01784;0.00972;
2.76058;-0.31914;-0.18262;9.79323;-0.00186;0.01624;0.00852;
2.76821;-0.32932;-0.17484;9.81120;-0.00852;0.00759;0.00732;
2.77584;-0.28980;-0.21256;9.78365;-0.00852;0.00253;0.00546;
2.78347;-0.29638;-0.20418;9.77527;-0.00879;0.00120;0.00293;
2.79108;-0.28620;-0.18621;9.77348;-0.01371;0.00333;0.00160;
2.79872;-0.30117;-0.18142;9.77467;-0.03129;0.00519;-0.00213;
2.80638;-0.28920;-0.17244;9.82557;-0.03955;0.00866;-0.00439;
2.81405;-0.32453;-0.23351;9.81000;-0.05459;0.01491;-0.00573;
2.82170;-0.31674;-0.20777;9.81359;-0.06045;0.01917;-0.00546;
2.82935;-0.31016;-0.24489;9.79563;-0.06778;0.02610;-0.00626;
2.83702;-0.31135;-0.23052;9.80581;-0.06817;0.02823;-0.00626;
2.84467;-0.35446;-0.26645;9.77048;-0.06831;0.02849;-0.00626;
2.85233;-0.36285;-0.27962;9.77348;-0.05872;0.02557;-0.00746;
