1.69006;-0.56103;-0.55924;9.19209;-0.00173;0.00080;-0.00413;
1.69770;-0.52870;-0.54666;9.24478;-0.00373;0.00200;-0.00306;
1.70534;-0.56822;-0.55984;9.21125;-0.00160;0.00346;-0.00373;
1.71297;-0.56103;-0.55564;9.19688;-0.00200;0.00333;-0.00293;
1.72061;-0.53888;-0.53768;9.15975;-0.00107;0.00306;-0.00346;
1.72824;-0.56043;-0.51194;9.15376;-0.00107;0.00120;-0.00280;
1.73588;-0.53708;-0.56283;9.16933;-0.00346;0.00107;-0.00107;
1.74351;-0.55026;-0.57480;9.19448;-0.00293;0.00173;-0.00146;
1.75117;-0.55864;-0.57001;9.20107;-0.00053;0.00120;-0.00346;
1.75880;-0.56043;-0.54906;9.18909;-0.00226;0.00240;-0.00200;
1.76644;-0.53768;-0.57001;9.17352;-0.00293;0.00240;-0.00200;
1.77408;-0.52750;-0.55205;9.18849;-0.00360;0.00253;-0.00253;
1.78173;-0.54786;-0.54606;9.18071;-0.00200;0.00266;-0.00226;
1.78938;-0.55684;-0.54487;9.18909;-0.00253;0.00226;-0.00213;
1.79703;-0.56942;-0.55684;9.19628;-0.00240;0.00306;-0.00067;
1.80466;-0.55325;-0.53948;9.19149;-0.00293;0.00306;-0.00160;
1.81230;-0.55624;-0.55205;9.16394;-0.00213;0.00333;-0.00186;
1.81995;-0.56403;-0.54906;9.18729;-0.00173;0.00173;-0.00253;
1.82759;-0.54487;-0.55864;9.19747;-0.00186;0.00306;-0.00306;
1.83523;-0.52930;-0.54606;9.21663;-0.00253;0.00426;-0.00439;
1.84288;-0.53409;-0.54008;9.22741;-0.00253;0.00386;-0.00346;
1.85052;-0.52750;-0.54906;9.16155;-0.00266;0.00240;-0.00360;
1.85816;-0.58019;-0.57959;9.14418;-0.00293;0.00346;-0.00280;
1.86580;-0.56403;-0.56043;9.18071;-0.00360;0.00186;-0.00253;
1.87344;-0.54247;-0.54127;9.26274;-0.00306;0.00213;-0.00200;
1.88108;-0.56702;-0.57061;9.20705;-0.00200;0.00253;-0.00200;
1.88871;-0.57121;-0.56403;9.17053;-0.00200;0.00186;-0.00306;
1.89634;-0.55804;-0.52631;9.14778;-0.00213;0.00266;-0.00333;
1.90399;-0.56403;-0.53409;9.20885;-0.00226;0.00333;-0.00253;
1.91164;-0.57600;-0.54666;9.17712;-0.00146;0.00253;-0.00173;
1.91930;-0.56942;-0.55684;9.19388;-0.00333;0.00146;-0.00120;
1.92694;-0.59816;-0.57780;9.16933;-0.00133;0.00107;-0.00293;
1.93458;-0.58319;-0.56702;9.17532;-0.00320;0.00160;-0.00266;
1.94222;-0.55085;-0.57720;9.18370;-0.00226;0.00173;-0.00200;
1.94985;-0.55684;-0.57660;9.20286;-0.00240;0.00360;-0.00320;
1.95748;-0.56403;-0.56463;9.18430;-0.00253;0.00200;-0.00360;
1.96512;-0.55864;-0.56882;9.21783;-0.00293;0.00200;-0.00320;
1.97276;-0.56463;-0.56403;9.21005;-0.00173;0.00253;-0.00306;
1.98040;-0.56642;-0.57600;9.18909;-0.00226;0.00293;-0.00399;
1.98804;-0.56403;-0.55265;9.16155;-0.00253;0.00333;-0.00320;
1.99569;-0.56642;-0.56463;9.15317;-0.00253;0.00253;-0.00320;
2.00335;-0.56822;-0.55505;9.17532;-0.00226;0.00200;-0.00280;
2.01098;-0.55325;-0.55445;9.18490;-0.00186;0.00360;-0.00213;
2.01863;-0.54846;-0.54427;9.20466;-0.00173;0.00213;-0.00280;
